CAS Latency,ECC,Heat Spreader,Manufacturer,Name,Price/GB,Prices,Size,Speed,is_ddr4,ddr3_speed,ddr4_speed,ddr_speed
9,No,Yes,G.Skill,G.Skill AEGIS 8GB (2 x 4GB) DDR3-1333 Memory,$6.12,"[47.99, 52.97]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$8.14,"[65.1, 65.99, 71.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Sniper Gaming Series 12GB (3 x 4GB) DDR3-1600 Memory,$6.75,"[80.99, 85.97]",12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
13,Yes,No,Crucial,Crucial 8GB (1 x 8GB) DDR3-1866 Memory,$8.75,[70.0],8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,No,G.Skill,G.Skill 8GB (2 x 4GB) DDR3-1600 Memory,$5.75,"[45.99, 50.97]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Patriot,Patriot Signature 8GB (1 x 8GB) DDR3-1600 Memory,$5.50,[44.0],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,Mushkin,Mushkin 16GB (2 x 8GB) DDR3-1333 Memory,$7.49,"[119.89, 133.99, 138.98]",16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,G.Skill,G.Skill Ares Series 8GB (2 x 4GB) DDR3-1333 Memory,$6.87,"[54.97, 54.99, 62.95]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,No,PNY,PNY 8GB (1 x 8GB) DDR3-1600 Memory,$8.02,[56.08],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Crucial,Crucial Ballistix Elite 8GB (2 x 4GB) DDR3-2133 Memory,$9.50,"[75.99, 79.0, 75.99]",8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
8,No,Yes,G.Skill,G.Skill 4GB (2 x 2GB) DDR3-1333 Memory,$8.49,"[32.99, 35.18, 37.5]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Dominator GT 12GB (3 x 4GB) DDR3-1600 Memory,$9.37,"[103.6, 114.99]",12GB (3 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,Mushkin,Mushkin 2GB (1 x 2GB) DDR3-1333 Memory,$10.94,"[21.87, 21.89, 21.99]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,No,Kingston,Kingston 4GB (1 x 4GB) DDR3-1333 Memory,$5.43,"[21.74, 27.98, 21.74, 31.99, 29.95, 32.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Kingston,Kingston 4GB (1 x 4GB) DDR3-1600 Memory,$8.59,"[34.34, 37.07]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
7,No,No,G.Skill,G.Skill Ripjaws X Series 8GB (2 x 4GB) DDR3-1333 Memory,$7.12,"[56.99, 61.8]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Vengeance 8GB (2 x 4GB) DDR3-1600 Memory,$7.37,"[57.99, 57.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 4GB (2 x 2GB) DDR3-2000 Memory,$16.25,[64.99],4GB (2 x 2GB),DDR3-2000,False,2000.0,,2000
11,Yes,No,Kingston,Kingston 16GB (1 x 16GB) Registered DDR3-1600 Memory,$8.82,[133.0],16GB (1 x 16GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$7.75,"[61.99, 62.12, 67.99, 71.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 32GB (4 x 8GB) Registered DDR3-1600 Memory,$8.00,"[255.87, 288.0]",32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,Corsair,Corsair 4GB (1 x 4GB) DDR3-1333 Memory,$7.25,"[28.99, 28.99, 39.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,AMD,AMD Radeon R5 Entertainment Series 4GB (1 x 4GB) DDR3-1600 Memory,$13.04,[52.14],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Kingston,Kingston 4GB (1 x 4GB) DDR3-1333 Memory,$8.70,"[34.79, 35.99, 36.99, 37.0, 52.99]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Mushkin,Mushkin Silverline 16GB (2 x 8GB) DDR3-1333 Memory,$5.62,[89.89],16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$8.57,"[60.58, 73.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$7.50,"[59.98, 55.41]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,Kingston,Kingston ValueRAM 4GB (2 x 2GB) DDR3-1333 Memory,$6.25,[24.99],4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
13,Yes,Yes,Mushkin,Mushkin 64GB (4 x 16GB) Registered DDR3-1866 Memory,$6.25,[399.98],64GB (4 x 16GB),DDR3-1866,False,1866.0,,1866
11,No,No,Crucial,Crucial 8GB (2 x 4GB) DDR3-1600 Memory,$6.50,"[51.99, 54.0, 53.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$7.38,"[59.07, 71.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 16GB (4 x 4GB) DDR3-2133 Memory,$6.62,"[105.99, 110.97, 117.64, 125.86]",16GB (4 x 4GB),DDR3-2133,False,2133.0,,2133
11,Yes,No,Kingston,Kingston 32GB (4 x 8GB) DDR3-1600 Memory,$7.34,[226.73],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,No,G.Skill,G.Skill 4GB (1 x 4GB) DDR3-1600 Memory,$6.75,"[25.99, 27.97]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,No,Crucial,Crucial 2GB (2 x 1GB) DDR3-1333 Memory,$17.00,[25.99],2GB (2 x 1GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Crucial,Crucial 8GB (1 x 8GB) Registered DDR3-1600 Memory,$6.64,"[53.09, 64.99, 61.95]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 64GB (8 x 8GB) DDR3-2400 Memory,$6.87,"[439.99, 445.66]",64GB (8 x 8GB),DDR3-2400,False,2400.0,,2400
11,Yes,No,Kingston,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,$9.00,"[35.99, 36.61, 40.99, 40.99, 46.0]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$5.68,"[45.41, 56.99, 64.36, 71.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Kingston,Kingston 8GB (1 x 8GB) DDR3-2133 Memory,$8.76,"[61.99, 82.8]",8GB (1 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,No,G.Skill,G.Skill 4GB (1 x 4GB) DDR3-1600 Memory,$7.00,"[26.99, 28.97]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Kingston,Kingston 48GB (3 x 16GB) Registered DDR3-1333 Memory,$8.92,[420.0],48GB (3 x 16GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-2133 Memory,$7.04,"[225.38, 244.99]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
8,No,Yes,G.Skill,G.Skill Ripjaws Series 4GB (2 x 2GB) DDR3-1600 Memory,$8.74,"[33.99, 38.97]",4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix Elite 4GB (1 x 4GB) DDR3-1866 Memory,$10.54,"[33.99, 44.55]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,G.Skill,G.Skill Trident 16GB (4 x 4GB) DDR3-2400 Memory,$7.31,"[116.99, 121.97]",16GB (4 x 4GB),DDR3-2400,False,2400.0,,2400
11,No,Yes,Kingston,Kingston 4GB (1 x 4GB) DDR3-1866 Memory,$7.35,"[29.4, 38.99]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Corsair,Corsair Dominator Platinum 16GB (4 x 4GB) DDR3-2666 Memory,$12.50,"[199.99, 199.99, 264.99]",16GB (4 x 4GB),DDR3-2666,False,2666.0,,2666
9,No,No,Patriot,Patriot Mac Series 16GB (2 x 8GB) DDR3-1333 Memory,$5.81,"[92.99, 93.9, 95.98]",16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
9,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1333 Memory,$8.40,"[59.07, 71.99]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
8,No,Yes,G.Skill,G.Skill 4GB (2 x 2GB) DDR3-1333 Memory,$8.74,"[33.99, 38.97, 42.08]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair XMS3 4GB (2 x 2GB) DDR3-1333 Memory,$8.50,"[33.99, 33.99, 33.99]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,Kingston,Kingston 8GB (2 x 4GB) DDR3-2800 Memory,$48.85,[390.78],8GB (2 x 4GB),DDR3-2800,False,2800.0,,2800
13,Yes,No,Kingston,Kingston 32GB (4 x 8GB) Registered DDR3-1866 Memory,$10.20,"[317.99, 317.99]",32GB (4 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill Ares Series 32GB (4 x 8GB) DDR3-2400 Memory,$6.37,"[203.88, 203.99, 208.97]",32GB (4 x 8GB),DDR3-2400,False,2400.0,,2400
11,No,No,Kingston,Kingston 4GB (1 x 4GB) DDR3-1600 Memory,$7.00,"[27.98, 26.99, 27.99, 26.0, 29.95, 27.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Corsair,Corsair Vengeance 32GB (4 x 8GB) DDR3-2133 Memory,$8.91,[284.99],32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Crucial,Crucial Ballistix Tactical Tracer 4GB (1 x 4GB) DDR3-1866 Memory,$10.00,"[39.99, 39.99]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Mushkin,Mushkin Silverline 16GB (2 x 8GB) DDR3-1600 Memory,$7.00,"[111.98, 149.86]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Corsair,Corsair Vengeance Performance 8GB (2 x 4GB) DDR3-1866 Memory,$7.50,[59.99],8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
9,Yes,No,Kingston,Kingston 64GB (4 x 16GB) Registered DDR3-1333 Memory,$7.39,"[473.18, 568.04]",64GB (4 x 16GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Kingston,Kingston 8GB (1 x 8GB) Registered DDR3-1600 Memory,$9.88,[71.0],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (2 x 8GB) DDR3-2133 Memory,$5.00,"[79.99, 99.99]",16GB (2 x 8GB),DDR3-2133,False,2133.0,,2133
11,No,Yes,G.Skill,G.Skill Sniper Series 8GB (2 x 4GB) DDR3-2400 Memory,$6.87,"[54.99, 59.94, 59.97]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
11,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (8 x 4GB) DDR3-2133 Memory,$6.59,[210.99],32GB (8 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair Vengeance 16GB (2 x 8GB) DDR3-1600 Memory,$5.93,"[94.88, 95.01, 99.99, 99.99, 114.0, 114.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (2 x 8GB) DDR3-1333 Memory,$6.50,[103.99],16GB (2 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,No,G.Skill,G.Skill Ripjaws Series 8GB (2 x 4GB) DDR3-1600 Memory,$6.75,"[53.97, 54.99, 62.47]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
12,No,Yes,Corsair,Corsair Vengeance Pro 32GB (4 x 8GB) DDR3-2800 Memory,$15.62,"[499.99, 499.99, 519.99]",32GB (4 x 8GB),DDR3-2800,False,2800.0,,2800
9,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2133 Memory,$8.12,[64.99],8GB (2 x 4GB),DDR3-2133,False,2133.0,,2133
9,No,No,Crucial,Crucial 1GB (1 x 1GB) DDR3-1333 Memory,$14.92,[9.95],1GB (1 x 1GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,ADATA,ADATA XPG V1.0 16GB (2 x 8GB) DDR3-1866 Memory,$6.00,[95.99],16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill AEGIS 4GB (1 x 4GB) DDR3-1600 Memory,$6.75,"[25.99, 25.35, 30.97]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Vengeance Pro 16GB (2 x 8GB) DDR3-1866 Memory,$6.75,"[107.99, 109.93, 107.99, 134.99]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,No,Kingston,Kingston 4GB (1 x 4GB) DDR3-1600 Memory,$7.00,"[26.99, 27.99, 26.99, 39.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 4GB (1 x 4GB) DDR3-1600 Memory,$7.38,"[29.5, 47.22]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Corsair,Corsair 4GB (1 x 4GB) DDR3-1600 Memory,$8.24,"[31.99, 34.99, 27.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Avexir,Avexir Core Series 8GB (2 x 4GB) DDR3-1600 Memory,$7.04,"[56.33, 55.99, 61.97]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
8,No,Yes,Crucial,Crucial Ballistix Tactical 32GB (4 x 8GB) DDR3-1600 Memory,$7.27,"[232.69, 232.69]",32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill AEGIS 8GB (1 x 8GB) DDR3-1333 Memory,$6.12,"[47.99, 52.97]",8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
9,No,No,Super Talent,Super Talent 4GB (1 x 4GB) DDR3-1333 Memory,$8.00,[31.99],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,No,G.Skill,G.Skill NS 4GB (2 x 2GB) DDR3-1333 Memory,$7.25,"[27.99, 27.45, 32.97]",4GB (2 x 2GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ares Series 16GB (4 x 4GB) DDR3-2133 Memory,$6.94,"[110.97, 114.99, 127.62]",16GB (4 x 4GB),DDR3-2133,False,2133.0,,2133
11,Yes,Yes,Crucial,Crucial 32GB (1 x 32GB) DDR3-1600 Memory,$8.47,[265.95],32GB (1 x 32GB),DDR3-1600,False,1600.0,,1600
11,No,No,Team,Team Elite 4GB (1 x 4GB) DDR3-1600 Memory,$7.25,[27.99],4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Crucial,Crucial Ballistix Sport XT 8GB (2 x 4GB) DDR3-1600 Memory,$7.50,"[59.99, 64.0, 61.23]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 8GB (2 x 4GB) DDR3-1600 Memory,$7.37,"[57.99, 57.99, 66.99, 70.0, 74.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 8GB (1 x 8GB) DDR3-1600 Memory,$5.50,"[43.99, 49.99, 49.99, 54.99, 49.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury Blue 16GB (2 x 8GB) DDR3-1600 Memory,$6.17,"[98.69, 98.79, 91.12, 117.99, 129.95, 136.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Patriot,Patriot Viper 3 8GB (1 x 8GB) DDR3-1600 Memory,$5.62,"[44.99, 44.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Avexir,Avexir Core Series 16GB (2 x 8GB) DDR3-1600 Memory,$5.69,"[90.99, 100.03, 102.13, 139.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Vengeance 16GB (2 x 8GB) DDR3-1866 Memory,$6.37,"[101.88, 101.99, 139.99]",16GB (2 x 8GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,Avexir,Avexir Core Series 16GB (2 x 8GB) DDR3-1600 Memory,$6.92,"[110.64, 116.99, 139.99]",16GB (2 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 4GB (1 x 4GB) DDR3-1600 Memory,$7.25,"[28.99, 32.99, 32.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,G.Skill,G.Skill Ripjaws X Series 4GB (1 x 4GB) DDR3-1866 Memory,$7.25,"[27.99, 99.95]",4GB (1 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,No,G.Skill,G.Skill Value Series 4GB (1 x 4GB) DDR3-1333 Memory,$6.25,"[23.99, 27.97, 27.59, 69.48]",4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
10,No,Yes,G.Skill,G.Skill Ripjaws Z Series 32GB (4 x 8GB) DDR3-1600 Memory,$5.69,[181.99],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Patriot,Patriot Signature 2GB (1 x 2GB) DDR3-1333 Memory,$9.24,"[13.99, 23.79]",2GB (1 x 2GB),DDR3-1333,False,1333.0,,1333
11,Yes,Yes,Crucial,Crucial 64GB (2 x 32GB) DDR3-1866 Memory,$9.29,[594.3],64GB (2 x 32GB),DDR3-1866,False,1866.0,,1866
11,No,Yes,G.Skill,G.Skill Ripjaws X Series 16GB (2 x 8GB) DDR3-2400 Memory,$6.49,"[103.8, 103.99, 105.97]",16GB (2 x 8GB),DDR3-2400,False,2400.0,,2400
10,No,Yes,Kingston,Kingston HyperX FURY 8GB (2 x 4GB) DDR3-1600 Memory,$8.00,"[64.02, 65.19, 69.99, 72.99]",8GB (2 x 4GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair Dominator 32GB (4 x 8GB) DDR3-1600 Memory,$10.94,[349.99],32GB (4 x 8GB),DDR3-1600,False,1600.0,,1600
10,No,Yes,Kingston,Kingston HyperX Fury Red 8GB (1 x 8GB) DDR3-1866 Memory,$7.37,"[58.99, 51.99, 67.99, 78.28]",8GB (1 x 8GB),DDR3-1866,False,1866.0,,1866
10,No,Yes,Kingston,Kingston HyperX Fury Blue 8GB (2 x 4GB) DDR3-1866 Memory,$8.02,"[55.99, 65.99, 72.99]",8GB (2 x 4GB),DDR3-1866,False,1866.0,,1866
9,No,Yes,Kingston,Kingston Savage 8GB (1 x 8GB) DDR3-1600 Memory,$6.81,"[54.5, 54.79, 59.87, 54.79, 72.99]",8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
11,No,Yes,Corsair,Corsair Vengeance Pro 8GB (2 x 4GB) DDR3-2400 Memory,$8.12,"[64.99, 58.95, 79.99]",8GB (2 x 4GB),DDR3-2400,False,2400.0,,2400
9,No,No,G.Skill,G.Skill Value Series 8GB (2 x 4GB) DDR3-1333 Memory,$6.62,"[52.99, 59.34]",8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,Yes,Corsair,Corsair Vengeance Pro 32GB (4 x 8GB) DDR3-2133 Memory,$5.94,"[189.97, 184.99, 221.99, 274.99]",32GB (4 x 8GB),DDR3-2133,False,2133.0,,2133
9,No,Yes,Corsair,Corsair XMS3 6GB (3 x 2GB) DDR3-1333 Memory,$7.50,[44.99],6GB (3 x 2GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Corsair,Corsair Dominator GT 8GB (2 x 4GB) DDR3-2000 Memory,$31.87,[254.99],8GB (2 x 4GB),DDR3-2000,False,2000.0,,2000
9,Yes,No,Kingston,Kingston 8GB (1 x 8GB) DDR3-1333 Memory,$14.44,[115.52],8GB (1 x 8GB),DDR3-1333,False,1333.0,,1333
11,Yes,No,Mushkin,Mushkin PROLINE 16GB (1 x 16GB) Registered DDR3-1600 Memory,$5.18,"[82.89, 110.87, 116.98]",16GB (1 x 16GB),DDR3-1600,False,1600.0,,1600
11,No,No,Crucial,Crucial 1GB (1 x 1GB) DDR3-1600 Memory,$18.78,[18.78],1GB (1 x 1GB),DDR3-1600,False,1600.0,,1600
11,Yes,No,Kingston,Kingston 4GB (1 x 4GB) Registered DDR3-1600 Memory,$8.25,"[32.99, 45.99]",4GB (1 x 4GB),DDR3-1600,False,1600.0,,1600
9,Yes,No,Kingston,Kingston 4GB (1 x 4GB) Registered DDR3-1333 Memory,$9.30,[29.95],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
9,No,Yes,Crucial,Crucial Ballistix Sport 8GB (2 x 4GB) DDR3-1333 Memory,$8.75,[69.98],8GB (2 x 4GB),DDR3-1333,False,1333.0,,1333
8,No,Yes,Corsair,Corsair Dominator 4GB (2 x 2GB) DDR3-1600 Memory,$15.00,[59.99],4GB (2 x 2GB),DDR3-1600,False,1600.0,,1600
9,No,No,G.Skill,G.Skill 4GB (1 x 4GB) DDR3-1333 Memory,$6.25,[24.99],4GB (1 x 4GB),DDR3-1333,False,1333.0,,1333
11,No,No,Transcend,Transcend JetRam 8GB (1 x 8GB) DDR3-1600 Memory,$8.87,[70.99],8GB (1 x 8GB),DDR3-1600,False,1600.0,,1600
9,No,Yes,Corsair,Corsair XMS3 8GB (4 x 2GB) DDR3-1333 Memory,$7.50,[59.99],8GB (4 x 2GB),DDR3-1333,False,1333.0,,1333
